url,creation_date,scraped_date,full_address,street,zip_code,district,housing_type,size,number_of_rooms,floor,rental_period,available_from,summary,monthly_rent,aconto,deposit,prepaid_rent,occupancy_price,total_monthly_cost,months_of_prepaid_rent,months_of_deposit,is_furnished,is_shareable,pets_allowed,has_elevator,students_only,has_balcony,has_parking
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/71m2-3-vaer-id-5234847,11/04/2021,11/06/2021,"J.C. Jacobsens Gade, 1799 København, København V  - 5. sal",J.C. Jacobsens Gade,1799,København V,Apartment,71.0,3,5,12-23 months,02/01/2022,"Lovely apartment in Steenstrup House centrally in Carlsberg city between lively J.C. Christensen's street and quiet dish, and with protected buildings and historical as well as green J.C. Jacobsen's garden as nearest neighbors.steenstrup house designed by Vilhelm Lauritzen Architects, partner with brick-covered townhouses, overall about a cozy and lush joint farm. This well-appointed apartment contains 2 good bedrooms, a spacious kitchen-family room and living room in One, delicious shower room. From family room access to south-west-facing balcony against the lush farm, and from both rooms you can step out on the roof terrace, where the view of protected buildings can be enjoyed. The property there is a lift and the opportunity to rent in the basement.obs! Images are project images Why all details are not necessarily matching this apartment.",14500,700,43500,0,58700,15200,0,3,0,0,0,1,0,1,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/82m2-3-vaer-id-5235737,10/26/2021,11/06/2021,"Beatevej, 2500 København, Valby  - 5. sal",Beatevej,2500,Valby,Apartment,82.0,3,5,Unlimited,11/06/2021,"If light, air, view and high ceilings are something for you, this new apartment has just been finished. The Be the gold at the end of the rainbow in your quest, as you get a perfect throat apartment, with a splendid sunny balcony, as well as a green and cozy newly renovated farm. The apartment is suitable for those who want to stay centrally, right in the midst of all valby's opportunities. Welcome to. The well-appointed apartment is located in a fine property from 1934, where the square meters are distributed on a large bright kitchen-family room with ceilings for kip, containing a classic white delicious Swan kitchen, in direct connection with living room with skylight and exit to a Furnished balcony.Here addition to 2 good rooms with plenty of closet space and room for double bed. Ever there are great oak floors with underfloor heating, also in the gray tile floor in the large bright bathroom that obviously contains everything essential with a lovely large shower with thermostat stained rain - Breaker. The spacious entrance also seats room for a little light storage of shoes and overwear. When you stand down the road, you have minutes to grocery shops, bus stop and Valby Library, while the S-train can be taken from New Ellebjerg or Langgade station. The apartment is close to the exciting plunder called the Spinderiet, as well as within walking distance to the old cobbled Valby, with cozy cafes and specialty shops and a wealth of good eateries. Scenic areas you will find at Frederiksberg Garden and Søndermarken.I The property Valbyport gets good space and all modern conveniences with the other Copenhagen within easy reach and a unique atmosphere in the surrounding distinctive Valby, which does not leave inner city something after.Det old Valby has A very special village atmosphere over itself, which in many ways you have chosen to continue in the new neighborhood around Grønttorvet. Here is emphasis on the Community. Green areas and common activities make a special identity that resident in Valby.man lives in a way a little withdrawn without losing any of the big city's offer and pulse. In fact, it is all in a bicycle distance. Home to be seen and experienced. Book a show already today.",13325,500,39975,39975,93775,13825,3,3,0,0,0,0,0,1,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/98m2-4-vaer-id-5236094,10/27/2021,11/06/2021,"Ingrid Marievej, 2500 København, Valby  - Stuen",Ingrid Marievej,2500,Valby,Apartment,98.0,4,The living room,Unlimited,12/01/2021,"Hibiscus house is for you who want proximity to both the city and nature - and will not compromise on quality. Here you get a stylish and modern home on historic Grønttorvet, close to the Grønttorvsparken and just a few minutes walk from public transport. With 375 apartments spread over 2, 3, 4 and 5 rooms are Hibiscus House a gem for all generations. The student, the young couple, children's family and the mature. Here is room for everyone. With several common roof terraces and greenhouses you get a framework that invites jointly. In Hibiscus House there is ample opportunity to create good neighbors.The stage 1 and 2 have started! Stage 1 and 2 are moving ready on November 1, 2021.Lease, modern housing huscus House is located along the north side of Grønttorvets towards Cozy Ingrid Marievej.de Nordic trends and sense of quality are throughout for all occasions. With bright, modern elements you get a home that you can easily put your personal touch on. And a well thought out plan solution that is easy to arrange. All apartments are furnished so you get the most sun. The apartments' living areas are located to the south, while the rooms are located to the north. You get optimal utilization of the natural daylight and can enjoy a sunny balcony or terrace. Green, detailed facades on Grønttorvet, there is focus on the architecture, and every building has its own special features that want to go to discover.Hibiscus house 'facade Start in yellow and warm shades, which through variation of bricks, wall details and facade planting get a vibrant and unique green expression when it is experienced from the urban room against Ingrid Marievej. Classic, characterful and inspirational. Therefore, Hibiscus House is furnished with two common roof terraces with greenhouses, cultivations and residence areas, where you can meet at cross and across the ranges. Book in Street Plan, there is room for the Communities to bloom. The green urban space between Hibiscus House and Ingrid Marievej is furnished with residence areas, play area for the smallest children as well as plant bed, a greenhouse and environmental shelter. Here you get modern village and proximity to both nature and city life. The good communities characterize the whole district, and everywhere in town there are small urban rooms and living areas that invite a respite. Figures from Hibiscus House, the district of the district, the 23,000 m2 Green Square with large grassland and fruit trees, where there is room for contemplation and freedom for play. In the Grønttorvsparken, the large mirror pool, orangery and shared dining house are now under construction, and the whole park and the district are finished in 2022.Shopping and cafégunstitutions and new school from 2026Gode connections by car, by bicycle and by public transport. Gang to Vigerslev Allé St. and new Ellebjerg St. (Metro from 2024)",13000,1065,39000,13000,66065,14065,1,3,0,0,0,1,0,1,1
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/110m2-4-vaer-id-5035032,11/04/2021,11/06/2021,"Støberigade, 2450 København, København Sv  - 2. sal",Støberigade,2450,København Sv,Apartment,110.0,4,2,Unlimited,02/01/2022,"The apartment contains good entrance, 3 spacious bedrooms, delicious bathroom with shower and washing column, as well as large family room with stylish kitchen and room for decor of both living room and dining room. From the family room, exit to 2 beautiful balconies against respectively. Southwest and northeast. Life in Pentapart, the history of 71 is perfectly decorated rental apartments on attractive Teglholmen. Here you get the best of two worlds in a devoted symbiosis. Nature's quiet surroundings in combination with Copenhagen's vibrant life.The property is a free space flanked by the port channels and a budding café - and entrepreneurial environment. The unique architecture and the unique courtyard, form a framework for many experiences and stories. This is where the stories start, here they are created, and here they are rebuilt.",15700,1300,47100,15700,79800,17000,1,3,0,0,1,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/87m2-3-vaer-id-5220941,10/25/2021,11/06/2021,"Kenny Drews Vej, 2450 København, København SV  - Stuen",Kenny Drews Vej,2450,København SV,Apartment,87.0,3,The living room,Unlimited,12/01/2021,"Welcome to Hjortholmhornolm is located on Sluseholmen, who with its many channels creates a maritime environment. Sluseholmen consists of 8 islands with various careers in different expressions, all of which are bridged. The many channels invite activity around the water, which among other things can happen in the form of kayaking or in the form of a swim in the harbor bath ""The coral bath"" .Beams are decorated in bright colors with a convenient floor plan that ensures that all square meters are optimally exploited. The kitchen containing cooker, cooker hood, oven, fridge / freezer and dishwasher is in open connection to the living room to create a friendly and spacious atmosphere that invites gathering. The bathrooms are also bright and include laundry column with washer & dryer as well as floor heating. It is not allowed to keep pets in the property. There is the possibility of renting parking in the basement for DKK 600 per. month. Parts are not allowed. There are 3 months in the deposit, 1 month prepaid rent, as well as 1 month rent. of / from the residence in question, and that view etc Therefore, vary. Open House: - Wednesday, November 10, 2021, at. 09: 00-09: 15Obs: Please keep updated as there may be changes.",14995,1150,44985,14995,76125,16145,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/75m2-3-vaer-id-5235736,10/26/2021,11/06/2021,"Beatevej, 2500 København, Valby  - 5. sal",Beatevej,2500,Valby,Apartment,75.0,3,5,Unlimited,11/06/2021,"If light, air, view and high ceilings are something you appreciate, this new apartment has just been finished. The This apartment would well be the gold at the end of the rainbow in your quest, as you get a perfect throat apartment, with a splendid sunny balcony, as well as a green and cozy newly renovated farm. The apartment is suitable for those who want to stay centrally, right in the midst of all valby's opportunities. Welcome to. The well-appointed apartment is located in a fine property from 1934, where the square meters are distributed on a large bright kitchen-family room with ceilings for kip, containing a classic white delicious Swan kitchen, in direct connection with living room with skylight and exit to a Furnished balcony.Here addition to 2 good rooms with plenty of closet space and room for double bed. Ever there are great oak floors with underfloor heating, also in the gray tile floor in the large bright bathroom that obviously contains everything essential with a lovely large shower with thermostat stained rain - Breaker. The spacious entrance also seats room for a little light storage of shoes and overwear. When you stand down the road, you have minutes to grocery shops, bus stop and Valby Library, while the S-train can be taken from New Ellebjerg or Langgade station. In the property's newly renovated basement, a nice storage room is available close to the exciting plunder called the Spinderiet, as well as within walking distance to the old cobbled Valby, with cozy cafes and specialty shops and a wealth of good eateries. Scenic areas you will find at Frederiksberg Garden and Søndermarken.I The property Valbyport gets good space and all modern conveniences with the other Copenhagen within easy reach and a unique atmosphere in the surrounding distinctive Valby, which does not leave inner city something after.Det old Valby has A very special village atmosphere over itself, which in many ways you have chosen to continue in the new neighborhood around Grønttorvet. Here is emphasis on the Community. Green areas and common activities make a special identity that resident in Valby.man lives in a way a little withdrawn without losing any of the big city's offer and pulse. In fact, it is all in a bicycle distance. Home to be seen and experienced. Book a show already today.",12188,500,36563,36563,85813,12688,2,2,0,0,0,0,0,1,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/102m2-4-vaer-id-4845432,10/25/2021,11/06/2021,"Else Alfelts Vej, 2300 København, København S  - 4. sal",Else Alfelts Vej,2300,København S,Apartment,102.0,4,4,Unlimited,12/01/2021,The lease is located on Else Alfelt's road and consists of 4 rooms as well as kitchen and bath. The lease is 102 m2 and is ready for acquisition 01-12-2021. Monthly rent is DKK 14900 and pre-paid rent and deposit amounts to a total of DKK 44700. Send a message if the lease has caught your interest.,14900,1100,29800,14900,60700,16000,1,2,0,0,1,1,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/107m2-4-vaer-id-4387574,10/20/2021,11/06/2021,"Halldór Laxness Vej, 2300 København, København S  - Stuen",Halldór Laxness Vej,2300,København S,Apartment,107.0,4,The living room,Unlimited,02/01/2022,"Apartments in Laxneshushus will find 2-5 bedroom homes with functional plan solutions that ensure optimal utilization of the apartment square meters. All property apartments have either balconies or French balconies, some homes also have access to a private roof terrace. In addition, the property has a large communal roof terrace. PropertyLaxnesis house is listed as an open career structure. The courtyard offers good living and play areas. The area metro is Nørreport Station just 10 minutes away. In addition, the property is optimal, if you are by bike, as you can freely transport you through Amager Joints' scenic surroundings to Island brevity and the rest of Copenhagen. You just have 600 meters to Field's Shopping Center, 200 meters to the nearest daycare, 650 meters to Ørestad school and 550 meters to Amager Fælled. Note, the images are from a previous test residence.",13900,1200,41700,12500,69300,15100,0,3,0,0,1,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/64m2-3-vaer-id-4817902,11/02/2021,11/06/2021,"Lille Strandstræde, 1254 København, København K  - 1. sal",Lille Strandstræde,1254,København K,Apartment,64.0,3,1,24+ months,12/01/2021,"The apartment is furnished and is located on the 1st floor. There is a delicious kitchen and beautiful bathroom with washing machine and shower, 2 less lovely bright living rooms and a bedroom. Tight on public transport, shops and restaurants.Adleje for foreign businessmen!",13000,500,39000,0,52500,13500,0,3,1,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/89m2-3-vaer-id-5232497,10/25/2021,11/06/2021,"Cylindervej, 2450 København, København SV  - 5. sal",Cylindervej,2450,København SV,Apartment,89.0,3,5,Unlimited,01/01/2022,"The North Chajen is 127 rental housing with a unique location in Copenhagen's new channel town on Teglholmen. Teglholmen is a newly built district with channels, cozy courtyards and a vibrant nearby jaw .Nordkajen is located on one of the most attractive locations on Teglholmen, in it located out towards one of the canals as well as in quiet and un-qualified surroundings. This means that more shopping opportunities, the new school in Sydhavnen and several day care centers are a short walk from your new dwelling. There is a lift in all the tasks. The apartments are furnished with delicious white kitchen from HTH, as well as white goods from Siemens.There is the opportunity to rent a parking room in the nearby parking garage at Teglholmsgade to DKK 750, - pr. Md.info on the homes: There is no possibility to rent if you are registered in RKI.There is payable 3 months in the deposit, for 1st month's rental and last month's rental. Deleters are not allowed. It is not allowed to keep pets. in the leases. * Note that the images are not necessarily taken off / from that residence and that view etc. Therefore, vary. Open House: - Thursday, November 11, 2021, at. 15: 00-15: 15Obs: Please keep updated as there may be changes.",14095,1050,42285,14095,71525,15145,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/93m2-3-vaer-id-5236275,10/28/2021,11/06/2021,"Robert Jacobsens Vej, 2300 København, København S  - Stuen",Robert Jacobsens Vej,2300,København S,Apartment,93.0,3,The living room,Unlimited,02/01/2022,"In southern Ørestad you will find this delicious apartment in a property from 2016. Within waiting for you a good level of plan, beautiful frames and a lovely light, while the icing on the cake is the large, sunny balcony. The heart's heart room is undoubtedly the inviting accommodation room where the kitchen and living room are fully integrated. The one-sided kitchen presents itself modern and timeless with white grip-free doors, while the spots under the cupboards help add a good worklight when cooked. Due to the size of the living room you can easily decorated you with a sofa cruise and a dining area so you can make friends and family visits for dinner on the weekend. Next, you discover a disposable room where the vacuum cleaner can be saved away. The apartment's bathroom contains very conveniently a wash column. When the weather species itself, it is obvious to spend the warm afternoon hours on the balcony. It can easily be decorated with a set of café furniture, a small barbecue and green plants, if desired. The settlement also gives access to a cozy courtyard and the canal, both of which are obvious places in the summer months. The minutes walk from home there are Vestamager station, and from here you can rise on the subway, which quickly and conveniently leads you to the center. You get about one kilometer to Field's, which offers a wealth of shops, eateries, a cinema and Bilka, where you can shop into everyday life. It is worth mentioning that the apartment appears newly renovated by occupancy.obs! Images, floor plan and text are indicative and may differ from the home's actual relation. If you are registered in RKI, we can not offer you the apartment. This is checked in the preparation of lease.",12400,990,37200,12400,62990,13390,1,3,0,1,1,1,0,1,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/81m2-3-vaer-id-5237854,11/03/2021,11/06/2021,"Lindgreens Allé, 2300 København, København S  - 3. sal",Lindgreens Allé,2300,København S,Apartment,81.0,3,3,Unlimited,01/01/2022,"Here you get an apartment overlooking the Sound, located in area with cafes and cozy shops, on a side road between Strandlodsvej and Amager Strandvej. The apartment is 81 sqm. With lovely and sunny terrace, large bathroom, 2 bedrooms and living / kitchen-family room. Order a show.",13700,700,41100,13700,69200,14400,1,3,0,1,1,1,0,1,1
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/107m2-4-vaer-id-5216560,11/02/2021,11/06/2021,"Paradisæblevej, 2500 København, Valby  - 2. sal",Paradisæblevej,2500,Valby,Apartment,107.0,4,2,Unlimited,02/01/2022,Warning: Can only detect less than 5000 characters,13890,1165,55561,13890,84506,15055,1,4,0,0,0,1,0,1,1
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/104m2-4-vaer-id-4945570,10/22/2021,11/06/2021,"Else Alfelts Vej, 2300 København, København S  - 3. sal",Else Alfelts Vej,2300,København S,Apartment,104.0,4,3,Unlimited,02/01/2022,"The apartment apartment apartments have good closet space in both entrance and rooms. The bright and spacious kitchen rooms are equipped with kitchens from Invita and Hans Grohe Ameatation. From here there is access to either its own balcony or terrace. The bathroom is built in bright colors and houses separate shower and washing machine and condensation dryers. Everywhere in homes there are underfloor heating. The property is built in solid materials and all housing has exclusive junks oak floors with underfloor heating, fixed cabinets in bedrooms, wash column in the bathroom and white goods from Bosch / Size. Under the property, there is also own underground parking with the possibility of renting a parking lot. The area at Amager Fælled, there is free access to undisturbed nature while staying in the middle of the big city. The subway is just outside the door and it takes just 8 minutes to Kongens Nytorv Metro Station. NB livestock is not allowed. Note, the images are from a previous test residence.",13700,1126,41100,0,55926,14826,0,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/97m2-4-vaer-id-5232506,10/25/2021,11/06/2021,"Cylindervej, 2450 København, København SV  - Stuen",Cylindervej,2450,København SV,Apartment,97.0,4,The living room,Unlimited,02/01/2022,"The channel edge consists of 119 rental housing with a unique location in Copenhagen's new channel town on Teglholmen - a new district with channels, cozy courtyards and a vibrant nearby. With a location next to one of Teglholmens channels, you will stay centrally on Teglholmen. This means that more shopping opportunities, the new school in Sydhavnen and several day care centers are a short walk from your new accommodation. On the whole, everything that means that the logistics goes to work, purchasing and children within less than 500 meters from your new residence.There is the opportunity to rent a parking in the nearby parking house. of 2-4 bedroom apartments. There is a lift in the property.info about the homes: There is no possibility to rent if you are registered in RKI.The is payable 3 months in the deposit, for 1st month's rental and last month's rental. Parts are not allowed. It is not allowed to hold pets in the leases. * Note that the images are not necessarily taken off / from the residence in question, and that view etc. Therefore, vary. Open House: - Thursday, November 11, 2021, at. 15: 00-15: 15Obs: Please keep updated as there may be changes.",14495,1100,43485,14495,73575,15595,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/85m2-3-vaer-id-5238724,11/05/2021,11/06/2021,"Grønnegade, 1107 København, København K  - 3. sal",Grønnegade,1107,København K,Apartment,85.0,3,3,Unlimited,11/06/2021,"We have just got finished to completely renounce this delicious apartment, which puts in the butter hole in Copenhagen just minutes walk from King's Nytorv. The apartment includes a brand new kitchen with oven, hob and dishwasher. The bathroom has set up a shower and washing machine. A definitely look worth it if you want to stay in the heart of Copenhagen.",15583,700,46750,46750,109783,16283,3,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/133m2-4-vaer-id-5238260,11/04/2021,11/06/2021,"Glostervej, 2500 København, Valby  - 2. sal",Glostervej,2500,Valby,Apartment,133.0,4,2,Unlimited,12/15/2021,"Welcome within the Filippaven in Valby.Filippaven contains 59 apartments of between 77 and 138 m² in the part of the Filipphaven which is a storey property. The size and decor caters both for families and to students who want to share an apartment. In addition, Filipphaven also contains 24 Town Houses in 2-3 level between 113 - 157, which is fully as sub-friendly. Most with private roof terrace. Exemption is granted to keep livestock against the landlord approval.Filippaven is built at the end of 2017. So there is a property that in style, interior design and material choice is state-of-the-art. Most apartments have access to the rooftop terrace or balcony. The apartments appear with classic white cuisines, and bright living rooms and rooms with plenty of closet space. Here are underfloor heating throughout both the beautiful wooden floors and the gray tiled floors in the bathroom. It is not possible to rent an apartment in the property if you are registered in Rki.filippa Haven located in the exciting new neighborhood that shoots around the Grønttorvet. Here you get good room and all modern conveniences with the rest of Copenhagen within easy reach and a unique atmosphere in the surrounding distinctive Valby, which does not leave inner city something after.The old Valby has a very special village atmosphere, as you on many Ways have chosen to continue in the new neighborhood around Grønttorvet. Here is emphasis on the Community. Green areas and common activities make a special identity that resident in Valby.man lives in a way a little withdrawn without losing any of the big city's offer and pulse. It is actually all within cycling distance.Filippa The garden is named after a beautiful and tasty apple - like many of the area's roads. It was here you downloaded fresh apples and other fruit as well as the vegetables every morning in a jumble of covered stalls. Still, Growth meant that Grønttorvet, who had been in Valby since 1958, moved to high toestrup. Thus, there was room for a diversity of new construction, which celebrates the area's original purpose.Valby is one of Copenhagen's most green areas. In Valby Park you experience wild nature, well-groomed park, forest and impressive Temahaver. And you will have it all overall, then the shopping center is the spinning room. Here there is always a cozy atmosphere with lots of activities for children and adults. The materials are carefully selected both in order to create a building process where unnecessary resource-intensive operations are minimized and on long life with low maintenance costs. At the same time, sustainability is ensured by the fact that the vast majority of construction will either be recycled or disposed of environmentally sound if the construction must once be torn down again. They are all braided together by a very varied structure of townhouses and ranges around an inner courtyard from which they have their primary access. The buildings strongly strongly with a quiet facade expression with a varied shadow game over the day and the year, also has a common room that appears open and welcoming with a large window section. Each entrance also has an entrance room with room for mailboxes, messages and private reading of electricity.",14800,0,44400,14800,74000,14800,1,3,0,1,1,1,0,1,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/91m2-3-vaer-id-4393919,10/27/2021,11/06/2021,"Studiestræde, 1455 København, København K  - 5. sal",Studiestræde,1455,København K,Apartment,91.0,3,5,Unlimited,11/15/2021,"Looking for a refurbished apartment with beautiful details, among other things. With raw brick wall and loft, look here! The apartment has a great location and is located at the top of the property at 5.Sal. The apartment is furnished with a living room, kitchen, bathroom with laundry column, loft and bedroom. There is a cozy cobbled backyard where you can sit and enjoy the peace in the summer.",14408,1083,43224,14408,73123,15491,1,3,0,1,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/87m2-3-vaer-id-5235805,10/26/2021,11/06/2021,"C.F. Møllers Allé, 2300 København, København S  - 3. sal",C.F. Møllers Allé,2300,København S,Apartment,87.0,3,3,Unlimited,02/01/2022,"Welcome to the island house, which is located in the heart of Ørestad.om The apartment The home is furnished with two good rooms at one end of the lease overlooking the courtyard. Next to the rooms you will find the apartment's bathroom, which is furnished with bright items and includes laundry column with washer & dryer and underfloor heating. From the bathroom is the apartment's entrance, where you have the opportunity to hang your outerwear in the closet. Continue from the entrance, you will find the lease kitchen-family room. The kitchen containing cooker, cooker hood, oven, fridge / freezer and dishwasher is in open connection to the living room to create a friendly and spacious atmosphere that invites gathering. From the kitchen family room, there is access to the apartment's south-facing balcony, where there is a view of the city park. The area: About the property monetary house is characterized by the green patio, which is an island in the middle of the four apartment blocks. Here are lawns, trees and shrubs help provide the open living room and variety. Niches with tables, benches and a playground where residents can stay, become an integral part of the courtyard. On the ground floor out towards Ørestad Boulevard you will find Remema 1000, where you can shop in to everyday life. In addition, the community is only a short walk from your door. It is not allowed to keep pets in the property or use the lease as a share rental. There is no way to rent if you are registered in RKI, in addition there are 3 months of termination. * Note that the images are not necessarily taken off / from that residence and that view etc. Therefore, vary.info about the homes: - There is no possibility to rent if you are registered in RKI payable 3 months in the deposit, for 1st month's rental and last month's rent.- Share housing are not allowed. Pets are not allowed. not allowed.",12295,950,36885,12295,62425,13245,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/95m2-3-vaer-id-4695320,11/03/2021,11/06/2021,"Bisiddervej, 2400 København, København Nv  - 4. sal",Bisiddervej,2400,København Nv,Apartment,95.0,3,4,Unlimited,02/01/2022,"This apartment offers a large and bright kitchen bar in open connection with the large bright living room. Entrance with wardrobe. The bathroom is furnished with separate shower, wall-mounted toilet and floor heating. The kitchen is in white materials and has everything in white goods. 2 good and bright rooms. From the living room and kitchen there is an exit to the balcony from which the sun can be enjoyed.",14250,1350,42750,0,58350,15600,0,3,0,1,1,1,0,1,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/64m2-3-vaer-id-5237900,11/03/2021,11/06/2021,"Njalsgade, 2300 København, København S  - 5. sal",Njalsgade,2300,København S,Apartment,64.0,3,5,Unlimited,01/15/2022,"In Gunhildgård at Islands Brygge you will find this new rental home in good materials and with many common facilities. This housing is located on the 5th floor and has a lovely light, as well as great balcony. When you enter the home, you will be bidding on beautiful raw materials And gray shades in both the delicious kitchen and bathroom. The apartment consists of a lovely kitchen family room and 2 good bedrooms. The home has a modern expression with raw concrete wall, gray kitchen from HTH and beautiful floors in oak. All homes have access to a cozy farm as well as three roof terraces. The homes are suitable for both singles, couples and families.Gunhildgård is located in the new attractive district of Brewens Bastion - a green living quarter at Islands Brygge. The neighborhood is for you who prefer high quality architecture, varied urban nature and an active community in the middle of the city's pulse. You will find shopping just around the corner and metro in walking distance. In this property, you get mixed other following: - Floor heating in all room raw concrete walls gray modern cuisine from HTH- all in hard white goods communal courtyard and roof terraces close to procurement and Metro container is ready for occupation 15.01.2022.House animals: Not allowed. * Note that the images are not necessarily taken by the opportunity, and that view etc. Therefore, vary.",13700,700,41100,13700,69200,14400,1,3,0,1,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/96m2-3-vaer-id-5237222,11/01/2021,11/06/2021,"C.F. Møllers Allé, 2300 København, København S  - 7. sal",C.F. Møllers Allé,2300,København S,Apartment,96.0,3,7,Unlimited,02/01/2022,"Welcome to the island house, which is located in the heart of Ørestad.omum apartment The home is furnished with two good rooms at one end of the lease located out towards C.F. Møllers All. Next to the rooms you will find the apartment's bathroom, which is furnished with bright items and includes laundry column with washer & dryer and underfloor heating. From the bathroom is the apartment's entrance, where you have the opportunity to hang your outerwear in the closet. Continue from the entrance, you will find the lease kitchen-family room. The kitchen containing cooker, cooker hood, oven, fridge / freezer and dishwasher is in open connection to the living room to create a friendly and spacious atmosphere that invites gathering. From the kitchen-room room, there is access to the apartment's south-facing balcony, which overlooks the property's farm. The area: About the property monetary house is characterized by the green patio, which is an island in the middle of the four apartment blocks. Here are lawns, trees and shrubs help provide the open living room and variety. Niches with tables, benches and a playground where residents can stay, become an integral part of the courtyard. On the ground floor out towards Ørestad Boulevard you will find Remema 1000, where you can shop in to everyday life. In addition, the community is only a short walk from your door. It is not allowed to keep pets in the property or use the lease as a share rental. There is no way to rent if you are registered in RKI, in addition there are 3 months of termination. * Note that the images are not necessarily taken off / from that residence and that view etc. Therefore, vary.info about the homes: - There is no possibility to rent if you are registered in RKI payable 3 months in the deposit, for 1st month's rental and last month's rent.- Share housing are not allowed. Pets are not allowed. not allowed.",12295,1100,36885,12295,62575,13395,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/84m2-3-vaer-id-5234305,10/19/2021,11/06/2021,"Mølle Allé, 2500 København, Valby  - 2. sal",Mølle Allé,2500,Valby,Apartment,84.0,3,2,1-11 months,11/20/2021,"The apartment is currently rented from over November 2021, until April 1, 2022. The apartment has one bedroom, a living room, an office, kitchen, toilet and bath.There is flexibility with occupancy and vacation date.",11000,0,33000,22000,66000,11000,2,3,1,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/103m2-4-vaer-id-5235479,10/25/2021,11/06/2021,"Elstarvej, 2500 København, Valby  - 2. sal",Elstarvej,2500,Valby,Apartment,103.0,4,2,Unlimited,02/01/2022,"ASSIUS NUSE has a central location in Copenhagen's budding district, Grønttorvet. Here you are surrounded by edible trees and shrubs and beautiful green areas. The property has a unique location near the Grønttorvets Park and suitable for couples and families who want to be close to the city's pulse, but stay in relaxed green surroundings. Houses in total 196 well-appointed apartments in high quality. The apartments are from 1-5 rooms, all with a minimum of one balcony or terrace. All apartments are furnished with interested white goods incl. Washing column in the bathroom. The apartments appear bright and friendly with large window parents and parquet floors with underfloor heating throughout the apartments.info on rental terms: - There is no possibility to rent if you are registered in RKI payable 3 months in the deposit, 1st month's rent and last month Rental .- Sharing housing is not allowed. Animal housing can be applied for one cat or dog. If there are several unemployed, there will be the opportunity to rent a parking in the underlying undergraduar managed by Apcoa. * Note that the images do not necessarily taken off / from the residence in question and that view etc. Therefore, vary. Open House: - Monday, November 8, 2021, at. 15: 30-15: 45 - Monday, November 8, 2021, at. 15: 30-15: 45Obs: Please keep up to date as there may be changes.",14495,1100,43485,14495,73575,15595,1,3,0,0,0,0,0,0,0
https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/93m2-3-vaer-id-5236911,11/01/2021,11/06/2021,"Teglholmsgade, 2450 København, København SV  - 4. sal",Teglholmsgade,2450,København SV,Apartment,93.0,3,4,Unlimited,12/19/2021,"Well located 3 bedroom modern apartment (built 2014) in the new area of Sydhavn overlooking the water. Close to Ciy center and green area. Quiet and friendly community. Good transport links. Share furnished (beds, small sofa, coffee table). Available from 19 December 2021. Communication in English Preferred.",13500,600,13500,27000,54600,14100,2,1,1,0,0,1,0,1,0
